date,time_lst,predicted_m,preliminary_m,verified_m,datetime,station
3/8/2022,14:00:00,-,-,174.549,2022-03-08T19:00:00Z,Toledo
3/8/2022,15:00:00,-,-,174.63,2022-03-08T20:00:00Z,Toledo
3/8/2022,16:00:00,-,-,174.737,2022-03-08T21:00:00Z,Toledo
3/8/2022,17:00:00,-,-,174.736,2022-03-08T22:00:00Z,Toledo
3/8/2022,18:00:00,-,-,174.625,2022-03-08T23:00:00Z,Toledo
3/8/2022,19:00:00,-,-,174.577,2022-03-09T00:00:00Z,Toledo
3/8/2022,20:00:00,-,-,174.539,2022-03-09T01:00:00Z,Toledo
3/8/2022,21:00:00,-,-,174.482,2022-03-09T02:00:00Z,Toledo
3/8/2022,22:00:00,-,-,174.514,2022-03-09T03:00:00Z,Toledo
3/8/2022,23:00:00,-,-,174.47,2022-03-09T04:00:00Z,Toledo
3/9/2022,00:00:00,-,-,174.475,2022-03-09T05:00:00Z,Toledo
3/9/2022,01:00:00,-,-,174.517,2022-03-09T06:00:00Z,Toledo
3/9/2022,02:00:00,-,-,174.501,2022-03-09T07:00:00Z,Toledo
3/9/2022,03:00:00,-,-,174.555,2022-03-09T08:00:00Z,Toledo
3/9/2022,04:00:00,-,-,174.607,2022-03-09T09:00:00Z,Toledo
3/9/2022,05:00:00,-,-,174.605,2022-03-09T10:00:00Z,Toledo
3/9/2022,06:00:00,-,-,174.613,2022-03-09T11:00:00Z,Toledo
3/9/2022,07:00:00,-,-,174.579,2022-03-09T12:00:00Z,Toledo
3/9/2022,08:00:00,-,-,174.622,2022-03-09T13:00:00Z,Toledo
3/9/2022,09:00:00,-,-,174.646,2022-03-09T14:00:00Z,Toledo
3/9/2022,10:00:00,-,-,174.574,2022-03-09T15:00:00Z,Toledo
3/9/2022,11:00:00,-,-,174.541,2022-03-09T16:00:00Z,Toledo
3/9/2022,12:00:00,-,-,174.484,2022-03-09T17:00:00Z,Toledo
3/9/2022,13:00:00,-,-,174.434,2022-03-09T18:00:00Z,Toledo
3/9/2022,14:00:00,-,-,174.42,2022-03-09T19:00:00Z,Toledo
3/9/2022,15:00:00,-,-,174.406,2022-03-09T20:00:00Z,Toledo
3/9/2022,16:00:00,-,-,174.439,2022-03-09T21:00:00Z,Toledo
3/9/2022,17:00:00,-,-,174.477,2022-03-09T22:00:00Z,Toledo
3/9/2022,18:00:00,-,-,174.494,2022-03-09T23:00:00Z,Toledo
3/9/2022,19:00:00,-,-,174.525,2022-03-10T00:00:00Z,Toledo
3/9/2022,20:00:00,-,-,174.581,2022-03-10T01:00:00Z,Toledo
3/9/2022,21:00:00,-,-,174.597,2022-03-10T02:00:00Z,Toledo
3/9/2022,22:00:00,-,-,174.615,2022-03-10T03:00:00Z,Toledo
3/9/2022,23:00:00,-,-,174.572,2022-03-10T04:00:00Z,Toledo
3/10/2022,00:00:00,-,-,174.544,2022-03-10T05:00:00Z,Toledo
3/10/2022,01:00:00,-,-,174.513,2022-03-10T06:00:00Z,Toledo
3/10/2022,02:00:00,-,-,174.48,2022-03-10T07:00:00Z,Toledo
3/10/2022,03:00:00,-,-,174.503,2022-03-10T08:00:00Z,Toledo
3/10/2022,04:00:00,-,-,174.499,2022-03-10T09:00:00Z,Toledo
3/10/2022,05:00:00,-,-,174.487,2022-03-10T10:00:00Z,Toledo
3/10/2022,06:00:00,-,-,174.475,2022-03-10T11:00:00Z,Toledo
3/10/2022,07:00:00,-,-,174.471,2022-03-10T12:00:00Z,Toledo
3/10/2022,08:00:00,-,-,174.49,2022-03-10T13:00:00Z,Toledo
3/10/2022,09:00:00,-,-,174.535,2022-03-10T14:00:00Z,Toledo
3/10/2022,10:00:00,-,-,174.646,2022-03-10T15:00:00Z,Toledo
3/10/2022,11:00:00,-,-,174.673,2022-03-10T16:00:00Z,Toledo
3/10/2022,12:00:00,-,-,174.629,2022-03-10T17:00:00Z,Toledo
3/10/2022,13:00:00,-,-,174.637,2022-03-10T18:00:00Z,Toledo
3/10/2022,14:00:00,-,-,174.606,2022-03-10T19:00:00Z,Toledo
3/10/2022,15:00:00,-,-,174.553,2022-03-10T20:00:00Z,Toledo
3/10/2022,16:00:00,-,-,174.548,2022-03-10T21:00:00Z,Toledo
3/10/2022,17:00:00,-,-,174.526,2022-03-10T22:00:00Z,Toledo
3/10/2022,18:00:00,-,-,174.473,2022-03-10T23:00:00Z,Toledo
3/10/2022,19:00:00,-,-,174.474,2022-03-11T00:00:00Z,Toledo
3/10/2022,20:00:00,-,-,174.484,2022-03-11T01:00:00Z,Toledo
3/10/2022,21:00:00,-,-,174.535,2022-03-11T02:00:00Z,Toledo
3/10/2022,22:00:00,-,-,174.559,2022-03-11T03:00:00Z,Toledo
3/10/2022,23:00:00,-,-,174.585,2022-03-11T04:00:00Z,Toledo
3/11/2022,00:00:00,-,-,174.601,2022-03-11T05:00:00Z,Toledo
3/11/2022,01:00:00,-,-,174.596,2022-03-11T06:00:00Z,Toledo
3/11/2022,02:00:00,-,-,174.638,2022-03-11T07:00:00Z,Toledo
3/11/2022,03:00:00,-,-,174.634,2022-03-11T08:00:00Z,Toledo
3/11/2022,04:00:00,-,-,174.63,2022-03-11T09:00:00Z,Toledo
3/11/2022,05:00:00,-,-,174.608,2022-03-11T10:00:00Z,Toledo
3/11/2022,06:00:00,-,-,174.572,2022-03-11T11:00:00Z,Toledo
3/11/2022,07:00:00,-,-,174.533,2022-03-11T12:00:00Z,Toledo
3/11/2022,08:00:00,-,-,174.525,2022-03-11T13:00:00Z,Toledo
3/11/2022,09:00:00,-,-,174.497,2022-03-11T14:00:00Z,Toledo
3/11/2022,10:00:00,-,-,174.488,2022-03-11T15:00:00Z,Toledo
3/11/2022,11:00:00,-,-,174.488,2022-03-11T16:00:00Z,Toledo
3/11/2022,12:00:00,-,-,174.531,2022-03-11T17:00:00Z,Toledo
3/11/2022,13:00:00,-,-,174.526,2022-03-11T18:00:00Z,Toledo
3/11/2022,14:00:00,-,-,174.555,2022-03-11T19:00:00Z,Toledo
3/11/2022,15:00:00,-,-,174.579,2022-03-11T20:00:00Z,Toledo
3/11/2022,16:00:00,-,-,174.571,2022-03-11T21:00:00Z,Toledo
3/11/2022,17:00:00,-,-,174.513,2022-03-11T22:00:00Z,Toledo
3/11/2022,18:00:00,-,-,174.417,2022-03-11T23:00:00Z,Toledo
3/11/2022,19:00:00,-,-,174.391,2022-03-12T00:00:00Z,Toledo
3/11/2022,20:00:00,-,-,174.344,2022-03-12T01:00:00Z,Toledo
3/11/2022,21:00:00,-,-,174.298,2022-03-12T02:00:00Z,Toledo
3/11/2022,22:00:00,-,-,174.252,2022-03-12T03:00:00Z,Toledo
3/11/2022,23:00:00,-,-,174.183,2022-03-12T04:00:00Z,Toledo
3/12/2022,00:00:00,-,-,174.171,2022-03-12T05:00:00Z,Toledo
3/12/2022,01:00:00,-,-,174.26,2022-03-12T06:00:00Z,Toledo
3/12/2022,02:00:00,-,-,174.327,2022-03-12T07:00:00Z,Toledo
3/12/2022,03:00:00,-,-,174.344,2022-03-12T08:00:00Z,Toledo
3/12/2022,04:00:00,-,-,174.409,2022-03-12T09:00:00Z,Toledo
3/12/2022,05:00:00,-,-,174.44,2022-03-12T10:00:00Z,Toledo
3/12/2022,06:00:00,-,-,174.465,2022-03-12T11:00:00Z,Toledo
3/12/2022,07:00:00,-,-,174.469,2022-03-12T12:00:00Z,Toledo
3/12/2022,08:00:00,-,-,174.468,2022-03-12T13:00:00Z,Toledo
3/12/2022,09:00:00,-,-,174.425,2022-03-12T14:00:00Z,Toledo
3/12/2022,10:00:00,-,-,174.325,2022-03-12T15:00:00Z,Toledo
3/12/2022,11:00:00,-,-,174.281,2022-03-12T16:00:00Z,Toledo
3/12/2022,12:00:00,-,-,174.226,2022-03-12T17:00:00Z,Toledo
3/12/2022,13:00:00,-,-,174.159,2022-03-12T18:00:00Z,Toledo
3/12/2022,14:00:00,-,-,174.197,2022-03-12T19:00:00Z,Toledo
3/12/2022,15:00:00,-,-,174.19,2022-03-12T20:00:00Z,Toledo
3/12/2022,16:00:00,-,-,174.131,2022-03-12T21:00:00Z,Toledo
3/12/2022,17:00:00,-,-,174.127,2022-03-12T22:00:00Z,Toledo
3/12/2022,18:00:00,-,-,174.042,2022-03-12T23:00:00Z,Toledo
3/12/2022,19:00:00,-,-,173.975,2022-03-13T00:00:00Z,Toledo
3/12/2022,20:00:00,-,-,173.972,2022-03-13T01:00:00Z,Toledo
3/12/2022,21:00:00,-,-,173.967,2022-03-13T02:00:00Z,Toledo
3/12/2022,22:00:00,-,-,174.007,2022-03-13T03:00:00Z,Toledo
3/12/2022,23:00:00,-,-,174.095,2022-03-13T04:00:00Z,Toledo
3/13/2022,00:00:00,-,-,174.18,2022-03-13T05:00:00Z,Toledo
3/13/2022,01:00:00,-,-,174.274,2022-03-13T06:00:00Z,Toledo
3/13/2022,02:00:00,-,-,NA,NA,Toledo
3/13/2022,03:00:00,-,-,174.322,2022-03-13T07:00:00Z,Toledo
3/13/2022,04:00:00,-,-,174.32,2022-03-13T08:00:00Z,Toledo
3/13/2022,05:00:00,-,-,174.366,2022-03-13T09:00:00Z,Toledo
3/13/2022,06:00:00,-,-,174.424,2022-03-13T10:00:00Z,Toledo
3/13/2022,07:00:00,-,-,174.429,2022-03-13T11:00:00Z,Toledo
3/13/2022,08:00:00,-,-,174.442,2022-03-13T12:00:00Z,Toledo
3/13/2022,09:00:00,-,-,174.418,2022-03-13T13:00:00Z,Toledo
3/13/2022,10:00:00,-,-,174.422,2022-03-13T14:00:00Z,Toledo
3/13/2022,11:00:00,-,-,174.377,2022-03-13T15:00:00Z,Toledo
3/13/2022,12:00:00,-,-,174.273,2022-03-13T16:00:00Z,Toledo
3/13/2022,13:00:00,-,-,174.18,2022-03-13T17:00:00Z,Toledo
3/13/2022,14:00:00,-,-,174.124,2022-03-13T18:00:00Z,Toledo
3/13/2022,15:00:00,-,-,174.185,2022-03-13T19:00:00Z,Toledo
3/13/2022,16:00:00,-,-,174.164,2022-03-13T20:00:00Z,Toledo
3/13/2022,17:00:00,-,-,174.183,2022-03-13T21:00:00Z,Toledo
3/13/2022,18:00:00,-,-,174.316,2022-03-13T22:00:00Z,Toledo
3/13/2022,19:00:00,-,-,174.445,2022-03-13T23:00:00Z,Toledo
3/13/2022,20:00:00,-,-,174.603,2022-03-14T00:00:00Z,Toledo
3/13/2022,21:00:00,-,-,174.689,2022-03-14T01:00:00Z,Toledo
3/13/2022,22:00:00,-,-,174.741,2022-03-14T02:00:00Z,Toledo
3/13/2022,23:00:00,-,-,174.679,2022-03-14T03:00:00Z,Toledo
3/14/2022,00:00:00,-,-,174.54,2022-03-14T04:00:00Z,Toledo
3/14/2022,01:00:00,-,-,174.524,2022-03-14T05:00:00Z,Toledo
3/14/2022,02:00:00,-,-,174.564,2022-03-14T06:00:00Z,Toledo
3/14/2022,03:00:00,-,-,174.624,2022-03-14T07:00:00Z,Toledo
3/14/2022,04:00:00,-,-,174.562,2022-03-14T08:00:00Z,Toledo
3/14/2022,05:00:00,-,-,174.466,2022-03-14T09:00:00Z,Toledo
3/14/2022,06:00:00,-,-,174.362,2022-03-14T10:00:00Z,Toledo
3/14/2022,07:00:00,-,-,174.379,2022-03-14T11:00:00Z,Toledo
3/14/2022,08:00:00,-,-,174.364,2022-03-14T12:00:00Z,Toledo
3/14/2022,09:00:00,-,-,174.438,2022-03-14T13:00:00Z,Toledo
3/14/2022,10:00:00,-,-,174.547,2022-03-14T14:00:00Z,Toledo
3/14/2022,11:00:00,-,-,174.618,2022-03-14T15:00:00Z,Toledo
3/14/2022,12:00:00,-,-,174.647,2022-03-14T16:00:00Z,Toledo
3/14/2022,13:00:00,-,-,174.673,2022-03-14T17:00:00Z,Toledo
3/14/2022,14:00:00,-,-,174.691,2022-03-14T18:00:00Z,Toledo
3/14/2022,15:00:00,-,-,174.613,2022-03-14T19:00:00Z,Toledo
3/14/2022,16:00:00,-,-,174.523,2022-03-14T20:00:00Z,Toledo
3/14/2022,17:00:00,-,-,174.434,2022-03-14T21:00:00Z,Toledo
3/14/2022,18:00:00,-,-,174.356,2022-03-14T22:00:00Z,Toledo
3/14/2022,19:00:00,-,-,174.432,2022-03-14T23:00:00Z,Toledo
3/14/2022,20:00:00,-,-,174.5,2022-03-15T00:00:00Z,Toledo
3/14/2022,21:00:00,-,-,174.532,2022-03-15T01:00:00Z,Toledo
3/14/2022,22:00:00,-,-,174.549,2022-03-15T02:00:00Z,Toledo
3/14/2022,23:00:00,-,-,174.489,2022-03-15T03:00:00Z,Toledo
3/15/2022,00:00:00,-,-,174.494,2022-03-15T04:00:00Z,Toledo
3/15/2022,01:00:00,-,-,174.512,2022-03-15T05:00:00Z,Toledo
3/15/2022,02:00:00,-,-,174.552,2022-03-15T06:00:00Z,Toledo
3/15/2022,03:00:00,-,-,174.626,2022-03-15T07:00:00Z,Toledo
